Date_Time,Organization,Name,Group_,Group_Type,TimeZone,timezone-description,Electricity_Consumed,Unit,value,period
2021-06-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,17843,megawatthours,17843,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,17834,megawatthours,17834,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,17639,megawatthours,17639,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,17863,megawatthours,17863,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,17843,megawatthours,17843,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2826,megawatthours,2826,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2784,megawatthours,2784,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2628,megawatthours,2628,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2817,megawatthours,2817,2021-06-28
2021-06-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2826,megawatthours,2826,2021-06-28
2021-06-27,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13822,megawatthours,13822,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13808,megawatthours,13808,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13830,megawatthours,13830,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13808,megawatthours,13808,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13822,megawatthours,13822,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,29692,megawatthours,29692,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,29721,megawatthours,29721,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,29737,megawatthours,29737,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,29701,megawatthours,29701,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,29692,megawatthours,29692,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,15908,megawatthours,15908,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,15948,megawatthours,15948,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16011,megawatthours,16011,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,15947,megawatthours,15947,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,15908,megawatthours,15908,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2048,megawatthours,2048,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2140,megawatthours,2140,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2181,megawatthours,2181,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2124,megawatthours,2124,2021-06-27
2021-06-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2048,megawatthours,2048,2021-06-27
2021-06-26,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14305,megawatthours,14305,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14278,megawatthours,14278,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14267,megawatthours,14267,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14294,megawatthours,14294,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14305,megawatthours,14305,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,29108,megawatthours,29108,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,29046,megawatthours,29046,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28998,megawatthours,28998,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,29078,megawatthours,29078,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,29108,megawatthours,29108,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16108,megawatthours,16108,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16108,megawatthours,16108,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16086,megawatthours,16086,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16109,megawatthours,16109,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16108,megawatthours,16108,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1803,megawatthours,1803,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1830,megawatthours,1830,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1819,megawatthours,1819,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1815,megawatthours,1815,2021-06-26
2021-06-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1803,megawatthours,1803,2021-06-26
2021-06-25,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14688,megawatthours,14688,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14761,megawatthours,14761,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14785,megawatthours,14785,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14719,megawatthours,14719,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14688,megawatthours,14688,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,28322,megawatthours,28322,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,28272,megawatthours,28272,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28243,megawatthours,28243,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,28301,megawatthours,28301,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,28322,megawatthours,28322,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16126,megawatthours,16126,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16155,megawatthours,16155,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16215,megawatthours,16215,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16114,megawatthours,16114,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16126,megawatthours,16126,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1284,megawatthours,1284,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1196,megawatthours,1196,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1218,megawatthours,1218,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1219,megawatthours,1219,2021-06-25
2021-06-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1284,megawatthours,1284,2021-06-25
2021-06-24,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,15455,megawatthours,15455,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,15500,megawatthours,15500,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,15508,megawatthours,15508,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,15512,megawatthours,15512,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,15455,megawatthours,15455,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,28098,megawatthours,28098,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,28104,megawatthours,28104,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28092,megawatthours,28092,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,28106,megawatthours,28106,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,28098,megawatthours,28098,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,15192,megawatthours,15192,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,15141,megawatthours,15141,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,15092,megawatthours,15092,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,15175,megawatthours,15175,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,15192,megawatthours,15192,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-255,megawatthours,-255,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-296,megawatthours,-296,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-339,megawatthours,-339,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-296,megawatthours,-296,2021-06-24
2021-06-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-255,megawatthours,-255,2021-06-24
2021-06-23,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,15262,megawatthours,15262,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,15211,megawatthours,15211,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,15184,megawatthours,15184,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,15230,megawatthours,15230,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,15262,megawatthours,15262,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27336,megawatthours,27336,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27211,megawatthours,27211,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27130,megawatthours,27130,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27273,megawatthours,27273,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27336,megawatthours,27336,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,12993,megawatthours,12993,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12932,megawatthours,12932,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12824,megawatthours,12824,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12995,megawatthours,12995,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,12993,megawatthours,12993,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-2203,megawatthours,-2203,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-2213,megawatthours,-2213,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-2294,megawatthours,-2294,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-2169,megawatthours,-2169,2021-06-23
2021-06-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-2203,megawatthours,-2203,2021-06-23
2021-06-22,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13775,megawatthours,13775,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13690,megawatthours,13690,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13655,megawatthours,13655,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13713,megawatthours,13713,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13775,megawatthours,13775,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,25075,megawatthours,25075,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,25172,megawatthours,25172,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,25225,megawatthours,25225,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,25120,megawatthours,25120,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,25075,megawatthours,25075,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,12965,megawatthours,12965,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12890,megawatthours,12890,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12865,megawatthours,12865,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12934,megawatthours,12934,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,12965,megawatthours,12965,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-799,megawatthours,-799,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-800,megawatthours,-800,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-790,megawatthours,-790,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-779,megawatthours,-779,2021-06-22
2021-06-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-799,megawatthours,-799,2021-06-22
2021-06-21,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13620,megawatthours,13620,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13795,megawatthours,13795,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13904,megawatthours,13904,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13703,megawatthours,13703,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13620,megawatthours,13620,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27247,megawatthours,27247,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27381,megawatthours,27381,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27406,megawatthours,27406,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27320,megawatthours,27320,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27247,megawatthours,27247,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13518,megawatthours,13518,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13603,megawatthours,13603,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13772,megawatthours,13772,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13510,megawatthours,13510,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13518,megawatthours,13518,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-43,megawatthours,-43,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-122,megawatthours,-122,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-56,megawatthours,-56,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-129,megawatthours,-129,2021-06-21
2021-06-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-43,megawatthours,-43,2021-06-21
2021-06-20,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14985,megawatthours,14985,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14862,megawatthours,14862,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14793,megawatthours,14793,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14928,megawatthours,14928,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14985,megawatthours,14985,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27259,megawatthours,27259,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27116,megawatthours,27116,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27044,megawatthours,27044,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27184,megawatthours,27184,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27259,megawatthours,27259,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13834,megawatthours,13834,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13764,megawatthours,13764,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13589,megawatthours,13589,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13843,megawatthours,13843,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13834,megawatthours,13834,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-1123,megawatthours,-1123,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-1082,megawatthours,-1082,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-1194,megawatthours,-1194,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-1062,megawatthours,-1062,2021-06-20
2021-06-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-1123,megawatthours,-1123,2021-06-20
2021-06-19,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12873,megawatthours,12873,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12854,megawatthours,12854,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12835,megawatthours,12835,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12858,megawatthours,12858,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12873,megawatthours,12873,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,24388,megawatthours,24388,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,24428,megawatthours,24428,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,24534,megawatthours,24534,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,24408,megawatthours,24408,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,24388,megawatthours,24388,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,11786,megawatthours,11786,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,11927,megawatthours,11927,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12008,megawatthours,12008,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,11841,megawatthours,11841,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,11786,megawatthours,11786,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-1088,megawatthours,-1088,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-927,megawatthours,-927,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-827,megawatthours,-827,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-1018,megawatthours,-1018,2021-06-19
2021-06-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-1088,megawatthours,-1088,2021-06-19
2021-06-18,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13972,megawatthours,13972,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14026,megawatthours,14026,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14072,megawatthours,14072,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13993,megawatthours,13993,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13972,megawatthours,13972,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,28499,megawatthours,28499,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,28546,megawatthours,28546,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28603,megawatthours,28603,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,28518,megawatthours,28518,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,28499,megawatthours,28499,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,15314,megawatthours,15314,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,15475,megawatthours,15475,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,15636,megawatthours,15636,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,15343,megawatthours,15343,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,15314,megawatthours,15314,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1342,megawatthours,1342,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1449,megawatthours,1449,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1564,megawatthours,1564,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1350,megawatthours,1350,2021-06-18
2021-06-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1342,megawatthours,1342,2021-06-18
2021-06-17,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,15068,megawatthours,15068,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14969,megawatthours,14969,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14924,megawatthours,14924,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,15024,megawatthours,15024,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,15068,megawatthours,15068,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,30511,megawatthours,30511,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,30468,megawatthours,30468,2021-06-17
2021-06-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,30427,megawatthours,30427,2021-06-17
